StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE
21058,958.01,123,69,7.484453
23460,957.33,44,41,20.368723
84596G,957.30,248,85,3.798810
85064,956.65,34,22,27.332857
35651,953.76,59,30,15.896000
84913A,952.83,125,11,7.622640
84843,952.13,49,37,19.042600
47593B,951.11,246,69,3.835121
22262,949.61,138,63,6.504178
21198,948.71,72,48,12.820405
21683,948.70,59,40,16.079661
22599,947.36,124,59,7.578880
21717,946.93,43,35,22.021628
22994,945.60,219,90,4.165639
15044B,943.88,62,38,15.223871
70007,943.16,108,47,8.346549
22246,939.37,91,32,10.322747
22242,938.28,38,24,23.457000
35646,937.25,94,33,9.763021
23183,937.17,85,46,10.649659
84819,934.79,63,57,14.606094
22231,934.71,145,94,5.915886
20686,932.42,78,52,11.802785
20752,930.95,151,93,6.045130
23540,930.50,14,10,66.464286
23179,930.48,53,37,17.556226
23178,929.47,69,51,12.732466
22132,928.83,155,61,5.992452
22313,927.33,66,42,13.637206
22924,924.50,89,64,9.630208
85185B,923.99,76,52,10.870471
22307,923.74,75,54,11.546750
22893,922.20,144,46,6.189262
18098C,921.87,65,25,13.759254
17091J,920.67,95,67,9.299697
22270,920.06,54,36,15.594237
21802,919.98,181,46,4.999891
85034A,919.27,80,59,10.101868
21682,916.11,58,43,15.795000
21462,915.90,73,58,12.546575
22046,914.72,76,62,11.879481
46776F,912.03,90,7,10.133667
21786,909.01,229,57,3.835485
21894,908.33,131,58,6.728370
22519,906.75,91,54,9.964286
84519A,905.55,88,46,10.290341
23338,902.92,110,63,8.208364
72799E,902.24,77,45,11.420759
22770,899.10,63,45,13.622727
23532,898.38,31,24,28.980000
21465,897.80,79,56,11.364557
22277,897.74,100,55,8.977400
23502,896.41,94,81,9.435895
22814,893.51,235,76,3.786059
84823,890.40,27,26,32.977778
85131A,890.21,120,22,7.296803
21189,888.67,72,28,12.173562
22719,884.55,116,26,7.371250
37501,884.05,52,29,17.000962
22524,883.20,87,56,10.036364
22682,883.00,120,53,7.237705
22317,882.62,89,36,9.806889
22321,880.48,133,46,6.570746
22701,879.89,116,40,7.271818
85176,879.62,173,51,5.084509
22281,878.32,63,36,13.723750
21209,877.91,90,50,9.339468
22308,877.38,105,28,8.356000
22118,877.06,89,68,9.638022
21695,875.38,41,36,20.842381
22565,873.52,148,86,5.823467
85036C,872.61,87,67,8.995979
84536B,872.03,180,75,4.791374
22251,871.99,138,68,6.097832
23002,871.53,193,86,4.251366
85049H,870.35,184,59,4.629521
21204,868.44,85,45,10.216941
21199,868.17,79,46,10.852125
23413,868.11,59,35,14.231311
23479,865.32,44,36,19.229333
21743,864.05,51,30,16.302830
21708,863.11,65,29,13.077424
23220,860.02,104,56,8.113396
22343,858.60,95,49,8.943750
23423,858.15,67,48,12.436957
22683,856.49,128,55,6.588385
23099,855.65,59,47,13.581746
21823,854.74,100,62,7.914259
21880,850.98,241,85,3.516446
85183A,849.54,87,62,9.439333
84006,848.70,106,47,7.931776
85135C,848.43,70,42,11.949718
22862,843.95,67,43,12.056429
84509B,843.34,83,38,10.039762
22068,841.93,144,58,5.650537
23564,841.31,76,40,11.069868
23551,841.01,136,89,5.964610
20839,840.44,106,45,7.928679
22802,840.36,49,31,16.807200
21694,840.33,24,19,35.013750
22706,837.44,72,65,11.631111
22254,836.80,61,34,13.718033
21631,833.59,27,16,30.873704
20986,833.49,113,41,7.063475
22587,833.07,162,104,5.018494
37327,832.77,87,37,9.253000
21125,832.23,104,61,7.635138
21399,831.00,73,51,10.792208
21804,830.03,70,38,11.690563
23004,829.66,222,74,3.591602
84660c,828.24,63,21,13.146667
22341,827.63,78,38,10.610641
21294,825.49,74,47,10.861711
84509C,824.91,78,21,10.441899
22537,824.68,172,116,4.712457
21905,823.71,160,85,5.116211
22249,823.06,146,74,5.242420
84849D,821.82,117,67,6.906050
22276,821.01,87,54,9.329659
21291,819.64,52,33,15.762308
23186,810.22,71,57,11.098904
22093,809.08,161,116,4.815952
22162,808.79,95,22,8.252959
84660A,808.75,48,31,16.505102
22454,804.22,43,32,17.871556
22546,799.98,87,51,9.090682
85194L,799.94,74,53,10.388831
22503,799.20,35,16,21.600000
85169A,798.02,89,45,8.866889
72818,796.06,81,52,9.591084
22268,795.78,161,74,4.736786
22566,794.88,150,95,5.095385
21162,794.15,162,99,4.813030
22099,793.40,154,97,4.808485
23521,793.37,44,22,18.031136
23519,792.31,24,19,33.012917
22705,790.86,78,62,10.010886
21789,789.20,93,56,8.053061
85170D,788.99,101,31,7.735196
21504,788.97,116,75,6.743333
84535B,788.45,157,81,4.958805
85035A,786.49,85,61,8.456882
21680,786.31,103,44,7.634078
23568,786.27,49,25,16.046327
79160,785.33,50,31,13.540172
21642,784.48,103,82,7.067387
22518,783.54,84,45,9.218118
21633,782.60,43,14,18.200000
22217,782.51,84,64,9.206000
85173,782.27,87,42,8.889432
21272,781.32,107,50,6.853684
23106,780.91,54,50,14.461296
23444,779.22,81,64,9.620000
22451,779.15,57,36,13.433621
23115,778.77,46,39,16.224375
85032A,777.14,135,83,5.714265
22228,776.93,148,82,5.214295
22422,776.75,205,54,3.716507
23409,775.43,44,40,17.231778
22340,774.88,129,54,5.915115
85036A,774.68,63,49,10.612055
84519B,774.55,126,64,6.051172
21158,774.46,171,104,4.302556
85231B,773.15,155,75,4.893354
21618,770.87,93,49,7.708700
22133,770.73,133,42,5.794962
21983,770.71,156,100,4.940449
85125,769.21,35,15,21.366944
21084,768.58,182,91,4.154486
22685,768.30,105,50,7.317143
23335,767.90,97,63,7.679000
22522,764.09,131,101,5.659926
21707,763.66,74,45,10.319730
23550,763.10,64,61,11.923438
22252,762.82,68,48,10.594722
85212,761.40,79,61,9.285366
22025,761.05,132,74,5.679478
85130B,760.43,62,45,12.265000
17084R,760.32,27,16,28.160000
21287,760.15,55,48,13.820909
10002,759.89,73,41,10.409452
84279B,759.70,72,49,9.866234
22833,759.24,7,5,108.462857
22753,758.98,217,99,3.449909
23282,757.86,135,68,5.531825
22480,757.21,74,58,10.096133
23123,755.42,96,65,7.708367
21822,754.75,98,47,6.988426
21383,754.53,168,76,4.287102
84913B,754.07,86,20,8.768256
23124,751.38,43,24,17.473953
21126,750.20,126,58,5.860938
84660B,749.94,42,21,17.440465
23324,748.53,45,39,16.272391
84763,748.34,59,40,12.683729
23025,748.32,55,41,13.605818
22481,748.08,129,69,5.667273
85032B,747.79,133,85,5.580522
23022,745.76,23,20,28.683077
23454,745.65,53,42,12.427500
21215,745.45,124,52,5.823828
22316,742.37,56,29,13.024035
20733,742.06,206,31,3.550526
23223,741.89,89,52,8.064022
22106,741.63,48,10,15.135306
22523,741.46,138,99,5.334245
22336,739.46,82,49,8.598372
22264,738.68,96,39,7.386800
22322,737.61,140,31,5.268643
22097,735.67,146,104,4.431747
22258,735.14,78,36,9.305570
23435,734.79,99,41,7.347900
22495,734.07,99,61,7.340700
22586,733.75,163,101,4.446970
84609,732.97,22,17,33.316818
23006,732.51,174,89,4.092235
22393,731.78,72,45,9.888919
15034,731.73,139,71,5.153028
22400,731.43,151,113,4.571438
23562,730.37,43,38,16.230444
21398,729.60,64,44,11.400000
90200D,729.57,78,22,9.235063
22250,729.25,148,58,4.861667
21643,728.31,62,28,11.746935
21677,727.64,120,63,6.063667
20996,727.46,225,125,3.176681
23522,727.44,32,21,22.732500
22103,726.38,27,14,23.431613
23071,725.49,21,17,25.016897
79030G,725.43,69,45,10.363286
85131D,725.26,206,6,3.520680
21883,725.23,134,83,5.412164
22821,722.67,140,53,5.125319
72803A,722.47,44,31,15.705870
21927,722.40,101,43,6.627523
21530,721.38,105,66,6.383894
79067,719.69,40,17,17.992250
23114,719.10,47,41,14.981250
22718,717.23,169,71,4.169942
84581,717.21,92,61,7.711935
23140,716.30,53,30,13.515094
22287,715.48,81,52,8.620241
21775,713.11,140,35,5.093643
22684,712.32,104,42,6.475636
22026,712.08,161,72,4.395556
85032C,712.04,141,73,4.944722
23325,711.24,36,28,18.716842
21636,709.66,74,61,8.761235
23070,709.54,44,30,16.125909
21739,708.98,111,39,6.274159
22201,708.30,89,30,7.870000
23055,708.24,40,34,15.068936
79066K,706.91,157,71,4.445975
22514,706.55,104,62,6.729048
21143,705.28,40,28,16.029091
21356,704.55,151,38,4.604902
16235,702.75,169,69,4.133824
21106,702.51,53,31,13.009444
85049D,702.41,114,86,5.952627
85159A,700.95,48,39,13.225472
22786,700.49,47,32,14.904043
23072,699.54,32,22,21.198182
23222,698.61,76,50,8.843165
22936,697.97,51,31,13.169245
22981,696.88,106,59,6.278198
85078,696.80,125,47,5.574400
79164,695.01,25,13,25.741111
16225,691.85,102,58,6.652404
35923,690.13,64,31,10.617385
22324,688.30,74,21,9.177333
21650,688.29,133,49,4.916357
23487,684.43,45,42,13.688600
46776B,683.80,89,7,7.683146
21289,683.75,50,21,13.406863
21163,683.37,129,88,4.951957
85071B,683.01,126,89,5.135414
85019B,682.97,37,22,18.458649
21208,681.78,85,51,7.660449
35001G,681.59,30,24,20.654242
21066,679.72,55,34,12.137857
22136,679.48,86,38,7.634607
23187,678.57,76,67,8.482125
79191C,678.23,66,58,8.695256
22806,677.04,38,29,17.816842
22062,677.03,78,45,7.781954
21359,674.72,32,23,19.844706
22403,674.67,126,73,5.270859
22856,673.98,29,22,22.466000
84659A,673.72,91,20,7.403516
22267,673.17,83,68,7.919647
46776A,672.60,71,7,9.473239
84923,671.62,98,1,6.853265
85103,671.14,30,7,22.371333
21317,671.09,35,24,18.137568
84796a,670.60,55,11,12.192727
23597,667.27,32,29,19.625588
22339,666.38,85,46,7.322857
23120,665.17,101,70,5.784087
47574A,664.45,116,38,5.630932
20767,663.71,79,51,8.094024
40001,663.07,58,24,10.524921
23024,662.87,12,9,55.239167
21613,661.93,43,38,15.393721
23547,661.50,62,57,10.669355
23482,661.02,39,33,16.949231
23017,659.34,23,21,28.666957
84872a,659.34,57,4,11.567368
21261,658.17,45,25,14.626000
22450,657.76,59,43,10.782951
22756,656.52,123,69,5.337561
22448,656.43,45,30,14.587333
22615,656.05,103,62,6.308173
85199L,654.98,97,53,6.683469
21696,654.70,35,28,18.186111
21187,651.75,49,31,12.779412
37475,651.57,43,28,14.808409
22535,650.85,135,89,4.716304
22204,650.79,80,24,7.936463
22525,648.97,77,43,8.428182
20704,648.60,45,39,14.413333
22953,647.11,98,62,6.536465
22715,645.64,130,79,4.966462
84789,644.47,50,34,12.636667
85177,644.21,64,41,9.910923
21640,644.03,78,39,7.576824
17021,643.14,47,30,11.283158
21808,641.58,49,22,12.831600
21446,640.92,106,48,5.477949
35810A,640.92,76,47,8.216923
20658,638.36,107,45,5.803273
23224,637.40,72,45,8.731507
22533,636.41,91,69,6.917500
22067,636.12,71,34,8.370000
84086C,634.07,53,14,11.528545
20902,633.82,57,7,11.119649
84817,632.94,56,49,10.208710
84596L,632.26,174,50,3.612914
23042,631.81,29,26,21.786552
23453,631.58,47,41,12.383922
23216,630.73,44,33,14.016222
21747,630.61,55,32,11.465636
72232,630.23,65,45,9.548939
85163B,629.37,37,12,17.010000
21627,629.37,48,15,13.111875
23019,629.05,28,26,22.466071
23492,628.74,28,25,22.455000
23027,627.95,30,27,20.931667
21417,627.70,69,25,9.097101
21054,627.54,31,25,20.243226
22559,626.53,83,34,7.548554
21205,626.19,69,45,8.349200
23456,625.80,37,33,16.913514
20735,625.80,114,12,5.489474
21351,625.63,36,29,16.041795
21865,625.23,107,53,5.632703
22269,622.74,125,63,4.903465
22035,622.36,142,66,4.352168
21684,622.30,48,28,12.700000
20840,622.12,76,36,8.079481
22520,622.10,117,89,5.184167
79163,621.39,40,26,14.795000
22105,619.82,34,10,18.230000
22396,619.43,129,88,4.588370
21628,619.38,34,15,17.696571
23462,619.38,48,44,10.497966
20772,618.64,66,41,9.373333
22288,618.20,58,38,9.812698
21426,616.18,47,17,12.323600
23471,615.94,27,27,21.997857
23408,615.68,60,53,9.930323
84637,614.13,83,12,7.399157
