,StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,pkm$cluster,,,Cluster,Items,Total Revenue,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,,
883,84968A,2460.76,102,33,23.43581,2,,,,,,,,,,
884,22283,2450.91,156,83,15.512089,5,,,,,,,,,,
885,21730,2449.88,132,81,17.375035,5,,,,,,,,,,
886,23352,2447.95,213,152,11.333102,5,,,,,,,,,,
887,85062,2442.7,160,98,14.894512,5,,,,,,,,,,
888,23485,2437.56,84,71,25.39125,2,,,,,,,,,,
889,22807,2428.18,195,75,12.20191,5,,,,,,,,,,
890,22573,2427.25,221,128,10.884529,5,,,,,,,,,,
891,22374,2423.27,227,109,10.445129,5,,,,,,,,,,
892,21328,2418.68,346,136,6.851785,5,,,,,,,,,,
893,22504,2417.58,69,33,33.5775,2,,,,,,,,,,
894,22811,2416.34,109,39,21.966727,2,,,,,,,,,,
895,22437,2410.44,228,141,10.434805,5,,,,,,,,,,
896,23265,2404.79,294,181,7.538527,3,,,,,,,,,,
897,22743,2402.64,207,117,11.386919,5,,,,,,,,,,
898,22782,2400.75,74,65,32.442568,2,,,,,,,,,,
899,21875,2394.38,149,86,15.547922,5,,,,,,,,,,
900,84969,2381.02,213,49,11.126262,5,,,,,,,,,,
901,22440,2380.92,155,101,14.606871,5,,,,,,,,,,
902,20978,2380.05,264,134,8.815,5,,,,,,,,,,
903,23498,2378.48,99,78,22.438491,2,,,,,,,,,,
904,20983,2376.51,269,186,8.280523,3,,,,,,,,,,
905,23028,2375.48,139,89,16.611748,5,,,,,,,,,,
906,22990,2374.88,165,118,13.267486,5,,,,,,,,,,
907,23437,2371.13,132,109,17.963106,5,,,,,,,,,,
908,22215,2367.37,102,73,22.984175,2,,,,,,,,,,
909,23400,2364.73,110,77,21.303874,2,,,,,,,,,,
910,22851,2364.39,351,199,6.513471,3,,,,,,,,,,
911,23316,2362.06,111,76,21.089821,2,,,,,,,,,,
912,23427,2357.64,116,88,19.812101,5,,,,,,,,,,
913,23406,2355.82,114,66,20.308793,2,,,,,,,,,,
914,22548,2351.44,211,150,10.886296,5,,,,,,,,,,
915,23436,2348.64,115,92,20.246897,2,,,,,,,,,,
916,21495,2345.5,166,102,14.129518,5,,,,,,,,,,
917,16156S,2331,168,136,13.875,5,,,,,,,,,,
918,22939,2318.1,126,78,17.831538,5,,,,,,,,,,
919,23412,2316.6,80,65,28.6,2,,,,,,,,,,
920,22425,2315.52,168,111,13.620706,5,,,,,,,,,,
921,23371,2313.53,185,99,12.049635,5,,,,,,,,,,
922,22483,2311.79,170,92,13.286149,5,,,,,,,,,,
923,21700,2304.34,202,59,11.295784,5,,,,,,,,,,
924,21982,2303.75,360,183,6.192876,3,,,,,,,,,,
925,37500,2302.55,114,54,19.849569,5,,,,,,,,,,
926,84950,2298.73,121,68,18.243889,5,,,,,,,,,,
927,84032B,2296.94,256,109,8.766947,5,,,,,,,,,,
928,23401,2296.6,84,60,26.704651,2,,,,,,,,,,
929,23360,2296.15,114,95,19.295378,5,,,,,,,,,,
930,22441,2295.01,220,131,10.065833,5,,,,,,,,,,
931,22736,2293.8,224,131,9.887069,5,,,,,,,,,,
932,23330,2291.97,217,159,9.879181,5,,,,,,,,,,
933,22185,2291.44,162,112,13.803855,5,,,,,,,,,,
934,23197,2287.55,250,117,8.832239,5,,,,,,,,,,
935,21896,2269.34,112,81,19.396068,5,,,,,,,,,,
936,85049G,2266.86,310,163,6.911159,5,,,,,,,,,,
937,23029,2257.72,158,98,13.683152,5,,,,,,,,,,
938,22933,2248.12,123,83,17.98496,5,,,,,,,,,,
939,23048,2248.02,100,82,20.252432,2,,,,,,,,,,
940,22030,2247.97,275,180,8.086223,3,,,,,,,,,,
941,84796B,2244.64,126,17,17.814603,5,,,,,,,,,,
942,21813,2243.3,113,39,19.506957,5,,,,,,,,,,
943,23326,2237.71,76,53,29.061169,2,,,,,,,,,,
944,20977,2237.39,188,112,11.532938,5,,,,,,,,,,
945,23093,2236.75,143,106,15.320205,5,,,,,,,,,,
946,21989,2235.65,335,131,6.536988,5,,,,,,,,,,
947,22914,2228.49,155,107,13.928063,5,,,,,,,,,,
948,23438,2227.42,109,89,20.066847,2,,,,,,,,,,
949,23128,2224.04,140,113,15.444722,5,,,,,,,,,,
950,85175,2223.66,150,86,14.439351,5,,,,,,,,,,
951,23501,2220.37,112,78,19.141121,5,,,,,,,,,,
952,22601,2218.98,202,122,10.668173,5,,,,,,,,,,
953,22478,2218.12,140,60,15.731348,5,,,,,,,,,,
954,21471,2213.09,164,79,13.173155,5,,,,,,,,,,
955,10135,2206.14,176,93,12.256333,5,,,,,,,,,,
956,21900,2197.82,374,168,5.783737,3,,,,,,,,,,
957,23403,2196.61,135,81,15.80295,5,,,,,,,,,,
958,22983,2192.84,444,224,4.905682,3,,,,,,,,,,
959,46000S,2192.4,194,129,11.185714,5,,,,,,,,,,
960,21794,2187.81,108,80,20.071651,2,,,,,,,,,,
961,85038,2179.66,142,71,14.628591,5,,,,,,,,,,
962,21592,2164.46,216,157,9.369957,5,,,,,,,,,,
963,22732,2162.75,188,103,11.382895,5,,,,,,,,,,
964,21878,2162,225,122,9.359307,5,,,,,,,,,,
965,23445,2161.24,102,82,20.781154,2,,,,,,,,,,
966,21249,2160,119,69,18.151261,5,,,,,,,,,,
967,23370,2156.6,152,87,13.563522,5,,,,,,,,,,
968,22377,2153.08,208,84,10.301818,5,,,,,,,,,,
969,23252,2152.86,139,105,14.546351,5,,,,,,,,,,
970,11001,2152.39,114,46,17.936583,5,,,,,,,,,,
971,72349B,2149.4,196,52,10.747,5,,,,,,,,,,
972,23031,2149,156,94,12.945783,5,,,,,,,,,,
973,22704,2147.76,175,130,12.134237,5,,,,,,,,,,
974,23005,2147.13,244,106,8.554303,5,,,,,,,,,,
975,37448,2147.03,188,79,10.422476,5,,,,,,,,,,
976,82581,2144.73,406,173,5.218321,3,,,,,,,,,,
977,23302,2140.38,231,141,8.881245,5,,,,,,,,,,
978,40016,2136.34,100,55,21.3634,2,,,,,,,,,,
979,23161,2130.3,99,59,21.518182,2,,,,,,,,,,
980,23213,2124.67,153,96,13.53293,5,,,,,,,,,,
981,72802C,2120.92,112,65,17.973898,5,,,,,,,,,,
982,22121,2119.82,139,95,15.034184,5,,,,,,,,,,
983,22829,2118.55,112,81,18.422174,5,,,,,,,,,,
984,23079,2118.05,107,84,18.259052,5,,,,,,,,,,
985,21718,2113.39,230,107,9.10944,5,,,,,,,,,,
986,22571,2111.26,255,153,7.937068,5,,,,,,,,,,
987,22973,2109.61,145,82,13.970927,5,,,,,,,,,,
988,23046,2108.19,36,32,58.560833,2,,,,,,,,,,
989,20751,2106.62,200,128,9.321327,5,,,,,,,,,,
990,22357,2098.54,185,71,10.929896,5,,,,,,,,,,
991,21506,2095.97,324,172,6.409694,3,,,,,,,,,,
992,22733,2095.08,197,120,10.423284,5,,,,,,,,,,
993,23233,2095,159,130,13.09375,5,,,,,,,,,,
994,84356,2094.24,82,33,25.539512,2,,,,,,,,,,
995,21609,2089.64,78,60,26.1205,2,,,,,,,,,,
996,22996,2089.05,409,156,4.950355,3,,,,,,,,,,
997,21042,2088.13,132,73,14.915214,5,,,,,,,,,,
998,21980,2083.48,298,194,6.876172,3,,,,,,,,,,
999,23066,2083.08,87,70,23.943448,2,,,,,,,,,,
1000,22107,2081.81,180,47,11.073457,5,,,,,,,,,,
1001,22747,2074.55,228,124,8.903648,5,,,,,,,,,,
1002,22831,2070.9,121,92,16.836585,5,,,,,,,,,,
1003,22955,2070.15,135,92,14.786786,5,,,,,,,,,,
1004,23152,2069.4,161,109,12.466265,5,,,,,,,,,,
1005,22744,2067.94,173,124,11.61764,5,,,,,,,,,,
1006,22574,2063.9,223,133,9.132301,5,,,,,,,,,,
1007,23227,2062.56,118,62,17.332437,5,,,,,,,,,,
1008,22498,2061.67,150,69,13.653444,5,,,,,,,,,,
1009,22059,2058.48,174,86,10.72125,5,,,,,,,,,,
1010,22128,2050.12,78,63,25.6265,2,,,,,,,,,,
1011,22055,2048.74,221,104,8.755299,5,,,,,,,,,,
1012,23291,2047.78,196,105,10.2389,5,,,,,,,,,,
1013,23500,2044.58,98,77,19.108224,5,,,,,,,,,,
1014,23490,2044.02,102,84,19.844854,5,,,,,,,,,,
1015,47504K,2039.97,216,142,9.230633,5,,,,,,,,,,
1016,22863,2038.28,112,78,17.724174,5,,,,,,,,,,
1017,23251,2034.5,121,81,16.146825,5,,,,,,,,,,
1018,37450,2030.19,135,48,13.444967,5,,,,,,,,,,
1019,22167,2029.34,158,42,12.52679,5,,,,,,,,,,
1020,22156,2026.62,257,107,7.342826,5,,,,,,,,,,
1021,20674,2024.98,206,102,9.6889,5,,,,,,,,,,
1022,22070,2021.61,117,65,16.435854,5,,,,,,,,,,
1023,22115,2020.91,228,153,8.786565,5,,,,,,,,,,
1024,23529,2011.99,37,27,54.378108,2,,,,,,,,,,
1025,22080,2011.73,158,117,12.341902,5,,,,,,,,,,
1026,23274,2005,120,86,15.912698,5,,,,,,,,,,
1027,23268,2002.19,96,69,20.641134,2,,,,,,,,,,
1028,21864,2001.79,185,66,10.647819,5,,,,,,,,,,
1029,23289,1998.7,192,112,10.197449,5,,,,,,,,,,
1030,22891,1997.68,169,71,10.514105,5,,,,,,,,,,
1031,22602,1991.57,274,143,7.03735,5,,,,,,,,,,
1032,23357,1984.73,102,80,18.90219,5,,,,,,,,,,
1033,84596F,1984.64,448,167,4.277241,3,,,,,,,,,,
1034,22593,1983.66,199,108,9.771724,5,,,,,,,,,,
1035,22477,1979.15,128,65,15.342248,5,,,,,,,,,,
1036,23068,1976.89,136,107,14.22223,5,,,,,,,,,,
1037,22763,1975.74,109,77,17.640536,5,,,,,,,,,,
1038,23145,1969.03,170,129,11.447849,5,,,,,,,,,,
1039,22931,1968.4,129,96,14.912121,5,,,,,,,,,,
1040,20992,1965.81,277,163,6.686429,5,,,,,,,,,,
1041,21916,1963.83,360,157,5.351035,3,,,,,,,,,,
1042,22859,1960.17,159,113,11.737545,5,,,,,,,,,,
1043,51014A,1957.58,240,107,8.022869,5,,,,,,,,,,
1044,15039,1957.39,146,59,13.136846,5,,,,,,,,,,
1045,22897,1955.1,212,136,8.968349,5,,,,,,,,,,
1046,23374,1949.71,132,109,14.550075,5,,,,,,,,,,
1047,84880,1941.92,78,52,23.681951,2,,,,,,,,,,
1048,22639,1937.71,148,102,12.748092,5,,,,,,,,,,
1049,22412,1933.95,149,74,12.640196,5,,,,,,,,,,
1050,21591,1933.64,148,116,12.08525,5,,,,,,,,,,
1051,84031A,1932.15,166,36,11.500893,5,,,,,,,,,,
1052,22101,1926.81,70,22,27.525857,2,,,,,,,,,,
1053,21192,1924.94,90,33,20.478085,2,,,,,,,,,,
1054,23235,1917.23,106,90,16.671565,5,,,,,,,,,,
1055,20963,1913.67,229,84,8.213176,5,,,,,,,,,,
1056,22291,1911.82,121,73,14.936094,5,,,,,,,,,,
1057,22579,1907.29,343,228,5.372648,3,,,,,,,,,,
1058,23315,1906.71,87,64,21.916207,2,,,,,,,,,,
1059,22594,1904.92,197,94,9.620808,5,,,,,,,,,,
1060,22183,1903.76,130,17,14.532519,5,,,,,,,,,,
1061,37446,1897.39,184,95,9.210631,5,,,,,,,,,,
1062,22199,1893.84,168,72,11.140235,5,,,,,,,,,,
1063,85061W,1891.5,164,78,10.626404,5,,,,,,,,,,
1064,22959,1888.42,146,134,12.759595,5,,,,,,,,,,
1065,23358,1886.19,90,62,20.502065,2,,,,,,,,,,
1066,22312,1885.59,132,63,13.565396,5,,,,,,,,,,
1067,23434,1884.17,200,130,9.327574,5,,,,,,,,,,
1068,20982,1881.52,257,159,7.073383,5,,,,,,,,,,
1069,72807A,1877.89,117,54,15.267398,5,,,,,,,,,,
1070,23491,1876.23,79,65,23.452875,2,,,,,,,,,,
1071,21622,1875.36,107,79,16.450526,5,,,,,,,,,,
1072,23359,1872.31,79,74,23.403875,2,,,,,,,,,,
1073,22534,1870.28,262,174,7.004794,5,,,,,,,,,,
1074,22935,1868.82,66,47,28.315455,2,,,,,,,,,,
1075,70006,1865.63,120,73,15.167724,5,,,,,,,,,,
1076,22186,1865.33,150,113,12.112532,5,,,,,,,,,,
1077,23090,1863.39,151,97,12.021871,5,,,,,,,,,,
1078,21988,1862.75,193,102,9.552564,5,,,,,,,,,,
1079,23394,1860.9,150,91,12.005806,5,,,,,,,,,,
1080,72807B,1851.12,118,57,15.173115,5,,,,,,,,,,
1081,22858,1849.23,137,104,13.022746,5,,,,,,,,,,
1082,23525,1845.07,54,39,33.546727,2,,,,,,,,,,
1083,21068,1844.67,199,82,9.13203,5,,,,,,,,,,
1084,21557,1843.61,162,27,11.310491,5,,,,,,,,,,
1085,21534,1843.27,156,95,10.842765,5,,,,,,,,,,
1086,22414,1842.81,99,38,18.4281,5,,,,,,,,,,
1087,23378,1842.42,176,128,9.800106,5,,,,,,,,,,
1088,16169E,1839.96,151,144,12.025882,5,,,,,,,,,,
1089,23075,1839.95,81,62,20.673596,2,,,,,,,,,,
1090,22928,1839.86,116,63,15.461008,5,,,,,,,,,,
1091,22651,1837.47,170,74,10.808647,5,,,,,,,,,,
1092,22712,1831.86,314,142,5.724563,5,,,,,,,,,,
1093,21870,1828.96,165,98,10.695673,5,,,,,,,,,,
1094,15060B,1828.67,137,69,13.347956,5,,,,,,,,,,
1095,22452,1828.16,146,54,12.26953,5,,,,,,,,,,
1096,22364,1827.72,169,70,9.826452,5,,,,,,,,,,
1097,22788,1827.06,61,36,28.547813,2,,,,,,,,,,
1098,21564,1823.57,124,64,14.472778,5,,,,,,,,,,
1099,21034,1822.1,872,481,1.884281,4,,,,,,,,,,
1100,22027,1821.87,363,181,4.937317,3,,,,,,,,,,
1101,22223,1821.25,78,35,23.053797,2,,,,,,,,,,
1102,15044D,1817.21,85,55,20.887471,2,,,,,,,,,,
1103,22944,1813.49,113,52,15.499915,5,,,,,,,,,,
1104,23228,1810.24,126,59,14.253858,5,,,,,,,,,,
1105,23148,1809.67,248,144,6.854811,5,,,,,,,,,,
1106,21713,1804.29,158,104,10.804132,5,,,,,,,,,,
1107,23160,1801.98,77,51,22.809873,2,,,,,,,,,,
1108,22198,1801.56,89,45,17.490874,5,,,,,,,,,,
1109,22200,1794.48,141,52,12.637183,5,,,,,,,,,,
1110,21245,1792.27,128,73,13.68145,5,,,,,,,,,,
1111,85035C,1787.88,132,87,12.862446,5,,,,,,,,,,
1112,21114,1787.34,139,106,12.412083,5,,,,,,,,,,
1113,23155,1785.02,137,85,11.743553,5,,,,,,,,,,
1114,21735,1784.22,85,62,18.394021,5,,,,,,,,,,
1115,22562,1773.37,211,150,8.172212,5,,,,,,,,,,
1116,84510A,1765.8,280,101,6.152613,5,,,,,,,,,,
1117,23096,1759.79,146,90,11.890473,5,,,,,,,,,,
1118,21832,1758.75,199,84,8.537621,5,,,,,,,,,,
1119,22536,1757.39,157,110,10.848086,5,,,,,,,,,,
1120,22314,1756.17,134,60,12.818759,5,,,,,,,,,,
1121,22710,1753.42,105,80,16.541698,5,,,,,,,,,,
1122,21584,1753.25,147,119,10.957813,5,,,,,,,,,,
1123,23399,1752.35,225,147,7.301458,5,,,,,,,,,,
1124,15058B,1746.21,99,33,17.4621,5,,,,,,,,,,
1125,23101,1744.61,213,176,7.966256,5,,,,,,,,,,
1126,22119,1743.06,107,83,15.29,5,,,,,,,,,,
1127,22428,1741.33,117,76,14.757034,5,,,,,,,,,,
1128,23020,1738.26,78,68,20.942892,2,,,,,,,,,,
1129,22932,1738.08,73,53,23.487568,2,,,,,,,,,,
1130,21873,1737.98,117,63,14.129919,5,,,,,,,,,,
1131,22588,1737.44,177,112,9.546374,5,,,,,,,,,,
1132,22852,1736.63,126,84,13.674252,5,,,,,,,,,,
1133,21899,1733.27,281,150,5.976793,5,,,,,,,,,,
1134,23372,1732.79,148,77,11.251883,5,,,,,,,,,,
1135,85034C,1732,159,110,9.954023,5,,,,,,,,,,
1136,21329,1728.64,287,121,5.940344,5,,,,,,,,,,
1137,20981,1726.12,250,158,6.742656,5,,,,,,,,,,
1138,23122,1725.26,134,91,12.323286,5,,,,,,,,,,
1139,85015,1719.84,143,104,11.860966,5,,,,,,,,,,
1140,35004C,1717.5,42,29,35.05102,2,,,,,,,,,,
1141,23244,1717.03,113,88,14.67547,5,,,,,,,,,,
1142,22037,1715.48,354,174,4.778496,3,,,,,,,,,,
1143,22816,1706.88,266,159,6.29845,5,,,,,,,,,,
1144,22227,1706.77,290,84,5.632904,5,,,,,,,,,,
1145,23214,1705.44,103,80,15.646239,5,,,,,,,,,,
1146,22986,1701.6,156,125,10.907692,5,,,,,,,,,,
1147,22934,1698.62,79,66,21.501519,2,,,,,,,,,,
1148,21917,1698.57,226,133,7.385087,5,,,,,,,,,,
1149,22544,1698.12,176,103,9.434,5,,,,,,,,,,
1150,37340,1694.69,137,60,12.192014,5,,,,,,,,,,
1151,21544,1690.23,174,81,9.60358,5,,,,,,,,,,
1152,21586,1688.7,70,57,23.784507,2,,,,,,,,,,
1153,85040A,1687.85,186,89,8.43925,5,,,,,,,,,,
1154,20961,1686.68,229,83,7.270172,5,,,,,,,,,,
1155,21207,1686.5,132,75,12.585821,5,,,,,,,,,,
1156,22789,1686.27,139,102,11.710208,5,,,,,,,,,,
1157,51008,1683.65,24,17,70.152083,1,,,,,,,,,,
1158,22674,1681.47,188,107,8.71228,5,,,,,,,,,,
1159,21812,1680.48,101,37,16.158462,5,,,,,,,,,,
1160,23317,1677.74,82,57,20.213735,2,,,,,,,,,,
1161,47570B,1677.63,35,24,47.932286,2,,,,,,,,,,
1162,23368,1677.6,233,135,6.960996,5,,,,,,,,,,
1163,16161U,1677,135,105,12.422222,5,,,,,,,,,,
1164,22419,1674.36,273,95,5.937447,5,,,,,,,,,,
1165,22335,1672.79,225,89,7.118255,5,,,,,,,,,,
1166,23366,1670.55,195,116,8.394724,5,,,,,,,,,,
1167,22076,1669.53,225,97,7.354758,5,,,,,,,,,,
1168,23505,1660.04,115,94,13.606885,5,,,,,,,,,,
1169,21578,1660.01,132,69,12.388134,5,,,,,,,,,,
1170,22479,1658.57,98,49,16.924184,5,,,,,,,,,,
1171,21981,1652.63,272,144,5.966173,5,,,,,,,,,,
1172,21111,1652.27,94,47,17.211146,5,,,,,,,,,,
1173,23270,1650.67,128,97,12.227185,5,,,,,,,,,,
1174,21577,1649.15,176,95,9.317232,5,,,,,,,,,,
1175,21845,1645.45,83,64,18.081868,5,,,,,,,,,,
1176,22913,1644.09,113,79,14.421842,5,,,,,,,,,,
1177,22161,1642.6,341,119,4.525069,5,,,,,,,,,,
1178,23273,1642.45,113,89,14.038034,5,,,,,,,,,,
1179,85034B,1642.07,121,81,13.13656,5,,,,,,,,,,
1180,22332,1640.05,149,93,10.649675,5,,,,,,,,,,
1181,22375,1639.29,170,68,9.475665,5,,,,,,,,,,
1182,22853,1636.46,117,77,13.986838,5,,,,,,,,,,
1183,22154,1635.41,163,88,9.508198,5,,,,,,,,,,
1184,23391,1632.32,87,59,18.340674,5,,,,,,,,,,
1185,85132A,1631.49,120,39,13.372869,5,,,,,,,,,,
1186,84968F,1631.16,67,26,24.345672,2,,,,,,,,,,
1187,22445,1624.76,131,73,11.773623,5,,,,,,,,,,
1188,22975,1623.38,187,111,8.589312,5,,,,,,,,,,
1189,21706,1620.68,120,54,13.39405,5,,,,,,,,,,
1190,22284,1620.17,132,80,11.740362,5,,,,,,,,,,
1191,21056,1614.7,73,47,21.82027,2,,,,,,,,,,
1192,23217,1613.82,97,65,16.301212,5,,,,,,,,,,
1193,23280,1613.33,158,89,10.083313,5,,,,,,,,,,
1194,22671,1608.9,145,77,11.019863,5,,,,,,,,,,
1195,22292,1608.86,112,77,13.519832,5,,,,,,,,,,
1196,21206,1607.62,110,57,14.35375,5,,,,,,,,,,
1197,23181,1607.61,83,61,18.69314,5,,,,,,,,,,
1198,35953,1604.92,132,82,11.800882,5,,,,,,,,,,
1199,22473,1603.83,114,59,14.068684,5,,,,,,,,,,
1200,22305,1602.03,52,36,30.808269,2,,,,,,,,,,
1201,22095,1599.35,144,73,10.186943,5,,,,,,,,,,
1202,21394,1595.19,135,89,11.559348,5,,,,,,,,,,
1203,23348,1594.87,176,96,8.483351,5,,,,,,,,,,
1204,22948,1594.79,138,70,10.848912,5,,,,,,,,,,
1205,22799,1591.74,89,71,17.686,5,,,,,,,,,,
1206,23483,1590.32,74,58,19.879,5,,,,,,,,,,
1207,21967,1583.41,232,130,6.625146,5,,,,,,,,,,
1208,23369,1581.06,126,81,12.256279,5,,,,,,,,,,
1209,46000M,1581,144,93,10.903448,5,,,,,,,,,,
1210,15058A,1578.57,92,42,16.616526,5,,,,,,,,,,
1211,22475,1575.6,140,50,11.018182,5,,,,,,,,,,
1212,21509,1572.28,274,143,5.738248,5,,,,,,,,,,
1213,85206A,1572.23,116,100,13.212017,5,,,,,,,,,,
1214,23287,1570.24,199,116,7.697255,5,,,,,,,,,,
1215,22583,1567.85,112,74,13.633478,5,,,,,,,,,,
1216,21055,1567.38,106,64,14.512778,5,,,,,,,,,,
1217,22449,1567.2,145,66,10.661224,5,,,,,,,,,,
1218,22676,1567.14,208,62,7.357465,5,,,,,,,,,,
1219,22085,1566.99,97,63,15.989694,5,,,,,,,,,,
1220,22208,1564.86,281,149,5.340819,5,,,,,,,,,,
1221,21744,1563.55,128,67,11.845076,5,,,,,,,,,,
1222,84971S,1560.85,173,70,8.868466,5,,,,,,,,,,
1223,21913,1554.58,149,73,10.363867,5,,,,,,,,,,
1224,22832,1547.41,77,66,19.103827,5,,,,,,,,,,
1225,20665,1546.27,159,59,9.724969,5,,,,,,,,,,
1226,22434,1545.06,125,95,11.885077,5,,,,,,,,,,
1227,21626,1543.85,100,65,14.564623,5,,,,,,,,,,
1228,21898,1541.11,28,7,55.039643,2,,,,,,,,,,
1229,10133,1540.02,198,102,7.7001,5,,,,,,,,,,
1230,23226,1536.67,99,57,15.3667,5,,,,,,,,,,
1231,23524,1535.13,64,43,23.986406,2,,,,,,,,,,
1232,22176,1533.93,118,63,12.573197,5,,,,,,,,,,
1233,21200,1531.14,75,34,20.4152,2,,,,,,,,,,
1234,22762,1528.47,113,75,12.844286,5,,,,,,,,,,
1235,20985,1526.16,132,67,10.672448,5,,,,,,,,,,
1236,22675,1525.16,165,95,8.867209,5,,,,,,,,,,
1237,22494,1523.52,246,80,6.021818,5,,,,,,,,,,
1238,22600,1521.13,194,123,7.60565,5,,,,,,,,,,
1239,22318,1520.97,143,68,10.489448,5,,,,,,,,,,
1240,85049C,1520.65,225,163,6.554526,5,,,,,,,,,,
1241,22818,1520.16,245,152,6.10506,5,,,,,,,,,,
1242,22731,1518.74,144,86,10.474069,5,,,,,,,,,,
1243,84279P,1516.96,129,80,10.913381,5,,,,,,,,,,
1244,84884A,1515.68,105,53,14.435048,5,,,,,,,,,,
1245,22982,1515.02,213,121,7.046605,5,,,,,,,,,,
1246,20668,1512.92,215,112,6.814955,5,,,,,,,,,,
1247,84828,1511.36,183,83,7.996614,5,,,,,,,,,,
1248,21069,1508.71,88,36,16.951798,5,,,,,,,,,,
1249,22530,1507.64,234,144,6.308117,5,,,,,,,,,,
1250,22905,1505.24,110,51,13.439643,5,,,,,,,,,,
1251,23528,1504.49,50,31,30.0898,2,,,,,,,,,,
1252,22472,1501.4,109,59,13.405357,5,,,,,,,,,,
1253,22985,1500.44,99,78,15.15596,5,,,,,,,,,,
1254,23271,1499.38,104,70,14.012897,5,,,,,,,,,,
1255,23064,1498.5,25,21,44.073529,2,,,,,,,,,,
1256,23094,1498.5,80,66,18.5,5,,,,,,,,,,
1257,84795b,1497.36,62,34,24.150968,2,,,,,,,,,,
1258,22285,1494.9,120,75,12.055645,5,,,,,,,,,,
1259,23334,1491.75,130,84,10.96875,5,,,,,,,,,,
1260,23559,1488.65,124,70,11.721654,5,,,,,,,,,,
1261,84580,1486.18,165,92,8.84631,5,,,,,,,,,,
1262,22398,1484.51,249,168,5.753915,5,,,,,,,,,,
1263,21327,1484.13,252,100,5.797383,5,,,,,,,,,,
1264,22471,1482.15,106,54,13.851869,5,,,,,,,,,,
1265,21619,1481.4,165,100,8.76568,5,,,,,,,,,,
1266,21781,1478.52,104,53,13.201071,5,,,,,,,,,,
1267,22282,1478.52,100,40,14.7852,5,,,,,,,,,,
1268,22220,1477.82,87,67,15.393958,5,,,,,,,,,,
1269,21447,1476.85,151,57,9.716118,5,,,,,,,,,,
1270,22203,1475.63,147,76,9.970473,5,,,,,,,,,,
1271,23267,1471.95,109,80,13.142411,5,,,,,,,,,,
1272,23365,1464.38,169,108,8.367886,5,,,,,,,,,,
1273,21829,1460.74,181,105,7.895892,5,,,,,,,,,,
1274,22713,1459.2,218,110,6.514286,5,,,,,,,,,,
1275,21470,1459.07,141,79,10.203287,5,,,,,,,,,,
1276,23034,1457.37,89,58,15.670645,5,,,,,,,,,,
1277,22696,1456.45,152,109,9.160063,5,,,,,,,,,,
1278,85114C,1454.88,110,38,12.875044,5,,,,,,,,,,
1279,15044A,1453.77,103,54,13.978558,5,,,,,,,,,,
1280,22797,1452.57,94,64,14.102621,5,,,,,,,,,,
1281,21620,1451.99,168,98,8.297086,5,,,,,,,,,,
1282,21191,1451.82,95,39,15.282316,5,,,,,,,,,,
1283,22474,1451.57,135,72,10.75237,5,,,,,,,,,,
1284,21352,1450.51,79,37,18.131375,5,,,,,,,,,,
1285,22664,1447.65,163,63,8.773636,5,,,,,,,,,,
1286,37342,1443.33,112,51,12.550696,5,,,,,,,,,,
1287,21872,1442.26,143,83,9.679597,5,,,,,,,,,,
1288,84968D,1440.47,59,28,24.414746,2,,,,,,,,,,
1289,37495,1438.49,93,76,13.831635,5,,,,,,,,,,
1290,23392,1435.51,114,71,12.063109,5,,,,,,,,,,
1291,23086,1435.18,48,32,29.289388,2,,,,,,,,,,
1292,21528,1430.92,112,63,11.539677,5,,,,,,,,,,
1293,21705,1430.57,142,90,9.798425,5,,,,,,,,,,
1294,21792,1429.59,78,59,18.096076,5,,,,,,,,,,
1295,23073,1428.57,62,50,22.675714,2,,,,,,,,,,
1296,85054,1428.13,118,67,11.610813,5,,,,,,,,,,
1297,22458,1421.83,24,13,59.242917,2,,,,,,,,,,
1298,21407,1416.86,140,80,10.120429,5,,,,,,,,,,
1299,22182,1415.63,123,31,11.235159,5,,,,,,,,,,
1300,21507,1415.2,263,140,5.340377,5,,,,,,,,,,
1301,22949,1414.65,106,83,13.098611,5,,,,,,,,,,
1302,22531,1413.25,200,128,6.961823,5,,,,,,,,,,
1303,82567,1412.27,292,87,4.803639,5,,,,,,,,,,
1304,22714,1410.69,226,126,6.241991,5,,,,,,,,,,
1305,22576,1410.21,175,103,7.8345,5,,,,,,,,,,
1306,84031B,1409.41,144,31,9.523041,5,,,,,,,,,,
1307,84536A,1407.52,346,141,4.021486,5,,,,,,,,,,
1308,23527,1406.06,49,41,27.569804,2,,,,,,,,,,
1309,22306,1399.87,112,86,11.763613,5,,,,,,,,,,
1310,22436,1399.16,164,106,8.230353,5,,,,,,,,,,
1311,C2,1398.6,143,30,9.7125,5,,,,,,,,,,
1312,23250,1389.23,111,65,11.773136,5,,,,,,,,,,
1313,22735,1387.46,136,74,9.840142,5,,,,,,,,,,
1314,21424,1386.27,72,22,18.240395,5,,,,,,,,,,
1315,23040,1384.19,41,34,32.190465,2,,,,,,,,,,
1316,22047,1384,107,94,12.697248,5,,,,,,,,,,
1317,21382,1383.08,129,65,10.477879,5,,,,,,,,,,
1318,23376,1380.23,156,105,8.572857,5,,,,,,,,,,
1319,23119,1380,152,98,8.961039,5,,,,,,,,,,
