StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,ITEM_POPULARITY
23334,1491.75,130,84,10.968750,1.5476
23559,1488.65,124,70,11.721654,1.7714
84580,1486.18,165,92,8.846310,1.7935
22398,1484.51,249,168,5.753915,1.4821
21327,1484.13,252,100,5.797383,2.5200
22471,1482.15,106,54,13.851869,1.9630
21619,1481.40,165,100,8.765680,1.6500
21781,1478.52,104,53,13.201071,1.9623
22282,1478.52,100,40,14.785200,2.5000
22220,1477.82,87,67,15.393958,1.2985
21447,1476.85,151,57,9.716118,2.6491
22203,1475.63,147,76,9.970473,1.9342
23267,1471.95,109,80,13.142411,1.3625
23365,1464.38,169,108,8.367886,1.5648
21829,1460.74,181,105,7.895892,1.7238
22713,1459.20,218,110,6.514286,1.9818
21470,1459.07,141,79,10.203287,1.7848
23034,1457.37,89,58,15.670645,1.5345
22696,1456.45,152,109,9.160063,1.3945
85114C,1454.88,110,38,12.875044,2.8947
15044A,1453.77,103,54,13.978558,1.9074
22797,1452.57,94,64,14.102621,1.4688
21620,1451.99,168,98,8.297086,1.7143
21191,1451.82,95,39,15.282316,2.4359
22474,1451.57,135,72,10.752370,1.8750
21352,1450.51,79,37,18.131375,2.1351
22664,1447.65,163,63,8.773636,2.5873
37342,1443.33,112,51,12.550696,2.1961
21872,1442.26,143,83,9.679597,1.7229
84968D,1440.47,59,28,24.414746,2.1071
37495,1438.49,93,76,13.831635,1.2237
23392,1435.51,114,71,12.063109,1.6056
23086,1435.18,48,32,29.289388,1.5000
21528,1430.92,112,63,11.539677,1.7778
21705,1430.57,142,90,9.798425,1.5778
21792,1429.59,78,59,18.096076,1.3220
23073,1428.57,62,50,22.675714,1.2400
85054,1428.13,118,67,11.610813,1.7612
22458,1421.83,24,13,59.242917,1.8462
21407,1416.86,140,80,10.120429,1.7500
22182,1415.63,123,31,11.235159,3.9677
21507,1415.20,263,140,5.340377,1.8786
22949,1414.65,106,83,13.098611,1.2771
22531,1413.25,200,128,6.961823,1.5625
82567,1412.27,292,87,4.803639,3.3563
22714,1410.69,226,126,6.241991,1.7937
22576,1410.21,175,103,7.834500,1.6990
84031B,1409.41,144,31,9.523041,4.6452
84536A,1407.52,346,141,4.021486,2.4539
23527,1406.06,49,41,27.569804,1.1951
22306,1399.87,112,86,11.763613,1.3023
22436,1399.16,164,106,8.230353,1.5472
C2,1398.60,143,30,9.712500,4.7667
23250,1389.23,111,65,11.773136,1.7077
22735,1387.46,136,74,9.840142,1.8378
21424,1386.27,72,22,18.240395,3.2727
23040,1384.19,41,34,32.190465,1.2059
22047,1384.00,107,94,12.697248,1.1383
21382,1383.08,129,65,10.477879,1.9846
23376,1380.23,156,105,8.572857,1.4857
23119,1380.00,152,98,8.961039,1.5510
21071,1378.92,180,73,7.535082,2.4658
72802A,1376.07,69,45,18.595541,1.5333
23546,1375.50,120,106,11.367769,1.1321
22677,1375.32,194,60,7.016939,3.2333
22609,1374.94,156,90,8.647421,1.7333
21519,1374.10,248,101,5.496400,2.4554
22976,1374.01,144,78,9.099404,1.8462
22063,1370.40,121,57,10.303759,2.1228
85227,1368.75,223,116,5.775316,1.9224
22915,1368.62,186,111,7.203263,1.6757
22304,1368.18,61,39,22.067419,1.5641
22716,1365.95,288,168,4.726471,1.7143
23470,1365.10,85,71,14.838043,1.1972
15058C,1363.88,73,27,18.683288,2.7037
84818,1360.15,101,80,12.593981,1.2625
23249,1358.19,82,58,15.260562,1.4138
22591,1353.36,88,56,14.552258,1.5714
21123,1353.34,155,67,8.458375,2.3134
23000,1352.74,279,127,4.746456,2.1969
22754,1352.17,266,121,5.008037,2.1983
23061,1351.43,118,77,11.168843,1.5325
21615,1349.17,136,87,9.636929,1.5632
22421,1346.68,214,81,6.205899,2.6420
84968e,1344.58,53,16,25.369434,3.3125
22911,1343.34,95,69,13.569091,1.3768
22293,1341.67,122,64,10.400543,1.9063
23469,1338.64,73,62,18.089730,1.1774
21987,1338.20,172,107,7.517978,1.6075
22917,1336.97,241,133,5.369357,1.8120
51014C,1335.58,176,72,7.298251,2.4444
21439,1334.67,131,52,10.111136,2.5192
72802B,1331.24,86,56,14.629011,1.5357
22650,1329.40,145,79,8.982432,1.8354
23538,1328.82,32,26,40.267273,1.2308
23414,1328.15,65,59,20.433077,1.1017
22742,1327.31,102,79,12.641048,1.2911
21246,1325.28,99,34,13.252800,2.9118
85183B,1323.37,118,85,11.120756,1.3882
21039,1323.09,91,58,14.381413,1.5690
21818,1322.50,164,118,7.306630,1.3898
22299,1321.97,81,40,15.927349,2.0250
22443,1318.29,92,61,14.024362,1.5082
22399,1317.08,99,72,13.040396,1.3750
23221,1315.73,146,86,8.543701,1.6977
22920,1314.89,243,134,5.259560,1.8134
21363,1314.81,127,69,9.597153,1.8406
23373,1313.39,100,87,13.133900,1.1494
90057,1311.36,23,22,57.015652,1.0455
21179,1310.75,269,123,4.731949,2.1870
22830,1308.69,8,6,163.586250,1.3333
21195,1308.56,82,22,15.765783,3.7273
22916,1308.36,238,131,5.318537,1.8168
22912,1307.43,101,75,12.693495,1.3467
22028,1304.14,265,125,4.884419,2.1200
23405,1302.83,71,55,17.605811,1.2909
22073,1298.64,71,39,17.087368,1.8205
21793,1296.61,75,58,17.060658,1.2931
22310,1296.23,109,30,11.677748,3.6333
21064,1296.15,101,41,12.113551,2.4634
21866,1296.13,193,80,6.579340,2.4125
85199S,1295.17,262,102,4.709709,2.5686
21422,1291.60,65,34,19.569697,1.9118
37447,1289.39,116,52,10.656116,2.2308
21616,1288.34,138,85,9.072817,1.6235
21624,1286.88,96,74,12.868800,1.2973
21408,1286.71,118,51,10.633967,2.3137
22372,1285.24,151,82,8.455526,1.8415
22999,1279.05,223,109,5.513147,2.0459
22686,1278.38,166,41,7.654970,4.0488
47480,1277.47,86,30,14.516705,2.8667
21901,1274.64,310,144,3.983250,2.1528
21211,1271.52,103,59,12.109714,1.7458
22918,1270.80,239,131,5.144939,1.8244
21897,1268.19,5,2,253.638000,2.5000
21820,1267.22,92,50,12.800202,1.8400
85114A,1266.91,71,21,17.843803,3.3810
22509,1265.53,87,72,14.061444,1.2083
21902,1264.97,211,115,5.802615,1.8348
21090,1264.19,219,99,5.643705,2.2121
22572,1255.72,180,115,6.715080,1.5652
22439,1252.92,198,117,6.052754,1.6923
22977,1252.61,136,99,9.076884,1.3737
85059,1250.61,129,63,9.546641,2.0476
23067,1249.11,78,64,14.695412,1.2188
22166,1247.69,88,14,14.018989,6.2857
23511,1245.77,99,84,12.213431,1.1786
47503A,1239.12,167,124,7.080686,1.3468
22362,1232.09,138,63,8.556181,2.1905
22922,1231.71,104,74,11.404722,1.4054
22129,1231.52,100,34,12.193267,2.9412
85132B,1230.78,85,45,14.479765,1.8889
22603,1226.03,172,113,6.849330,1.5221
22338,1222.40,181,95,6.467725,1.9053
22074,1221.52,200,62,6.047129,3.2258
22315,1221.43,172,91,6.979600,1.8901
23138,1221.36,83,61,13.879091,1.3607
22597,1218.88,187,96,6.315440,1.9479
23598,1218.48,47,41,25.385000,1.1463
82599,1217.73,144,68,8.340616,2.1176
71038,1217.70,50,35,22.975472,1.4286
22919,1216.66,241,133,4.905887,1.8120
22613,1214.11,146,83,8.203446,1.7590
72800E,1213.29,136,63,8.544296,2.1587
23539,1213.13,41,33,28.884048,1.2424
22589,1212.82,79,47,14.973086,1.6809
82578,1212.35,306,143,3.910806,2.1399
22575,1210.37,92,63,12.740737,1.4603
22071,1207.55,87,66,12.846277,1.3182
21262,1206.19,79,44,14.532410,1.7955
72817,1202.27,166,75,7.156369,2.2133
22416,1202.12,77,56,15.611948,1.3750
21986,1197.73,189,119,6.270838,1.5882
22711,1192.34,104,90,11.248491,1.1556
22755,1190.51,251,111,4.650430,2.2613
22526,1188.81,82,58,13.986000,1.4138
22453,1188.74,80,39,14.322169,2.0513
21070,1186.23,107,52,10.882844,2.0577
21537,1183.46,63,53,16.906571,1.1887
84012,1181.99,116,79,10.102479,1.4684
35924,1181.79,73,26,14.959367,2.8077
23104,1178.82,46,39,25.626522,1.1795
22081,1176.50,139,75,8.343972,1.8533
22921,1176.32,210,117,5.445926,1.7949
85039B,1174.63,172,39,6.789769,4.4103
23026,1171.92,63,44,17.491343,1.4318
84813,1171.45,39,21,30.037179,1.8571
21742,1168.33,91,76,12.429043,1.1974
23418,1168.08,79,56,14.601000,1.4107
22757,1167.74,164,82,7.077212,2.0000
21065,1167.08,90,32,12.415745,2.8125
20984,1166.94,174,136,6.376721,1.2794
23515,1164.98,71,59,16.180278,1.2034
23508,1164.29,121,96,8.754060,1.2604
23269,1163.13,95,64,11.868673,1.4844
22334,1160.71,101,78,11.379510,1.2949
84313C,1158.92,46,18,25.193913,2.5556
23431,1158.90,73,64,14.486250,1.1406
23507,1156.51,119,92,8.965194,1.2935
23566,1154.43,84,45,13.581529,1.8667
21773,1154.17,163,51,7.037622,3.1961
23523,1151.31,42,36,27.412143,1.1667
21774,1151.15,187,40,6.123138,4.6750
23402,1151.03,68,48,16.681594,1.4167
22708,1149.50,101,80,11.381188,1.2625
21846,1147.57,104,13,11.034327,8.0000
85106,1147.41,23,10,47.808750,2.3000
22497,1145.15,101,51,11.226961,1.9804
23057,1144.97,47,39,20.817636,1.2051
85039A,1144.08,192,27,5.897320,7.1111
21043,1143.76,92,53,12.298495,1.7358
23142,1143.45,41,35,27.225000,1.1714
21693,1143.31,51,41,21.571887,1.2439
20956,1142.77,105,52,10.581204,2.0192
21947,1142.15,152,63,7.183333,2.4127
22376,1141.70,123,67,9.061111,1.8358
23506,1139.20,146,115,7.302564,1.2696
22678,1139.06,168,60,6.700353,2.8000
21395,1137.50,92,64,11.973684,1.4375
22581,1137.28,178,85,6.147459,2.0941
84912B,1136.60,162,33,6.888485,4.9091
22446,1135.18,133,26,8.346912,5.1154
20801,1133.80,83,48,13.338824,1.7292
22539,1130.58,136,75,8.018298,1.8133
22442,1130.31,79,70,13.297765,1.1286
47585A,1129.26,83,24,13.605542,3.4583
85087,1127.04,127,8,8.874331,15.8750
22815,1123.88,268,80,4.177993,3.3500
22680,1122.79,160,62,6.846280,2.5806
22608,1120.15,145,64,7.672260,2.2656
21809,1119.56,120,73,8.885397,1.6438
23510,1119.22,120,91,8.882698,1.3187
21466,1116.89,112,72,9.972232,1.5556
22817,1114.81,290,80,3.844172,3.6250
22155,1114.29,144,68,7.282941,2.1176
22758,1112.75,178,86,6.147790,2.0698
23375,1108.07,104,86,10.553048,1.2093
23225,1107.28,89,47,11.906237,1.8936
21830,1107.07,107,64,9.884554,1.6719
23411,1106.46,57,43,19.076897,1.3256
22984,1106.17,163,92,6.704061,1.7717
22153,1104.85,132,63,7.835816,2.0952
22819,1104.81,270,95,4.091889,2.8421
23513,1101.78,71,60,15.518028,1.1833
21688,1101.28,58,37,18.987586,1.5676
22461,1100.84,55,38,16.430448,1.4474
21984,1099.55,213,125,5.020776,1.7040
22094,1098.23,201,120,5.131916,1.6750
22168,1094.80,81,72,12.301124,1.1250
22309,1093.60,121,49,8.891057,2.4694
47580,1091.22,111,56,9.572105,1.9821
22320,1087.16,74,57,14.118961,1.2982
23432,1086.82,74,66,14.300263,1.1212
23102,1086.65,157,129,6.707716,1.2171
22997,1083.17,223,102,4.609234,2.1863
85127,1081.07,54,18,19.655818,3.0000
84459B,1079.67,94,55,11.364947,1.7091
23041,1078.88,55,47,19.616000,1.1702
21469,1077.82,90,58,11.844176,1.5517
22611,1076.67,46,37,22.907872,1.2432
22325,1073.35,94,53,10.733500,1.7736
23087,1071.91,70,44,15.313000,1.5909
22342,1071.38,129,50,8.241385,2.5800
22123,1069.17,122,60,8.622339,2.0333
21824,1068.01,119,64,8.683008,1.8594
22444,1067.87,63,32,16.179848,1.9688
21819,1067.82,125,96,7.851618,1.3021
23033,1067.60,74,43,14.234667,1.7209
85035B,1066.82,72,39,14.613973,1.8462
22245,1066.60,101,45,10.255769,2.2444
21991,1065.82,212,81,5.003850,2.6173
22286,1065.39,116,65,8.952857,1.7846
21224,1065.00,166,59,6.301775,2.8136
23433,1063.97,90,77,11.564891,1.1688
23516,1062.35,42,40,23.607778,1.0500
23331,1062.28,109,68,9.318246,1.6029
22438,1058.69,98,67,10.179712,1.4627
21391,1058.14,109,70,9.201217,1.5571
22190,1057.71,116,39,9.040256,2.9744
21949,1054.44,144,47,7.272000,3.0638
22211,1054.44,197,102,5.194286,1.9314
16016,1053.45,65,41,16.206923,1.5854
23113,1052.64,59,40,16.447500,1.4750
M,1051.88,296,277,1.838951,1.0686
22152,1051.82,107,71,9.308142,1.5070
22066,1049.10,136,101,7.185616,1.3465
22363,1048.25,85,47,11.519231,1.8085
85159B,1047.96,60,45,14.555000,1.3333
35648,1047.57,131,41,7.702721,3.1951
23327,1046.42,42,34,23.782273,1.2353
23056,1045.45,41,34,20.499020,1.2059
85116,1043.88,90,31,11.346522,2.9032
23419,1043.72,87,57,11.860455,1.5263
21508,1041.94,214,109,4.846233,1.9633
22995,1041.42,267,91,3.814725,2.9341
79302M,1037.54,63,27,16.211563,2.3333
16237,1035.96,291,110,3.476376,2.6455
23347,1034.80,98,52,10.245545,1.8846
22785,1033.75,74,49,13.969595,1.5102
23088,1033.28,79,53,13.079494,1.4906
22060,1031.75,37,33,22.927778,1.1212
20967,1031.69,85,64,11.996395,1.3281
21803,1031.56,200,47,5.106733,4.2553
18097C,1029.41,70,44,13.725467,1.5909
22024,1028.77,215,91,4.740876,2.3626
21679,1028.58,138,68,7.453478,2.0294
84944,1026.21,90,63,11.034516,1.4286
23545,1025.60,84,77,12.065882,1.0909
84558A,1025.57,86,50,11.395222,1.7200
22091,1024.47,168,98,5.921792,1.7143
22163,1023.03,124,42,8.055354,2.9524
20966,1022.80,101,29,10.126733,3.4828
21188,1021.90,50,28,20.037255,1.7857
22402,1020.58,152,108,6.459367,1.4074
23452,1019.81,88,70,11.588750,1.2571
85114B,1019.70,92,37,10.964516,2.4865
21361,1018.98,72,44,13.958630,1.6364
22459,1018.19,28,13,36.363929,2.1538
15044C,1017.89,89,44,11.185604,2.0227
21464,1017.00,106,58,9.330275,1.8276
20931,1015.85,69,36,14.307746,1.9167
85180A,1014.76,64,33,15.611692,1.9394
22221,1014.43,52,39,19.140189,1.3333
21788,1014.14,86,62,11.144396,1.3871
51014L,1013.46,150,73,6.623922,2.0548
21617,1013.01,102,63,9.556698,1.6190
22679,1011.78,160,55,6.284348,2.9091
22614,1010.47,220,134,4.431886,1.6418
21354,1010.21,95,56,10.414536,1.6964
23107,1009.51,73,61,13.828904,1.1967
21288,1009.06,112,34,8.851404,3.2941
22860,1007.87,108,84,8.919204,1.2857
23544,1007.53,21,17,47.977619,1.2353
22923,1005.94,83,66,11.302697,1.2576
22279,1005.90,129,45,7.506716,2.8667
23153,1005.69,91,68,11.051538,1.3382
22673,1004.83,132,86,7.443185,1.5349
23121,1002.54,111,82,8.354500,1.3537
22695,1001.49,123,83,8.011920,1.4819
23281,1000.82,101,57,9.623269,1.7719
21355,998.83,122,96,7.742868,1.2708
21467,996.89,105,59,9.404623,1.7797
22069,996.80,146,27,6.735135,5.4074
23517,996.38,63,51,15.815556,1.2353
10125,994.84,91,50,10.583404,1.8200
21821,992.05,63,36,15.500781,1.7500
21648,991.54,68,28,14.164857,2.4286
23533,986.29,36,28,27.396944,1.2857
22808,985.77,76,52,12.970658,1.4615
85232D,982.08,73,46,13.271351,1.5870
35471D,982.07,224,116,4.161314,1.9310
21948,979.48,153,38,6.278718,4.0263
23512,977.32,57,47,16.850345,1.2128
20886,976.48,106,57,9.041481,1.8596
72816,976.27,72,27,13.373562,2.6667
22857,975.13,62,57,15.002000,1.0877
22098,973.08,173,99,5.231613,1.7475
84459A,970.27,92,51,9.900714,1.8039
22500,970.07,96,79,9.604653,1.2152
23380,969.46,122,87,7.755680,1.4023
23518,965.96,45,41,20.999130,1.0976
21389,965.93,129,82,7.050584,1.5732
84509G,965.41,68,43,14.197206,1.5814
23514,964.91,75,58,12.865467,1.2931
20802,964.40,64,41,14.836923,1.5610
22540,960.44,92,52,10.327312,1.7692
22210,959.70,187,118,4.921538,1.5847
47504H,959.38,119,70,8.062017,1.7000
20846,958.57,88,51,10.650778,1.7255
22209,958.41,174,101,5.354246,1.7228
22681,958.34,132,46,6.995182,2.8696
21058,958.01,123,69,7.484453,1.7826
23460,957.33,44,41,20.368723,1.0732
84596G,957.30,248,85,3.798810,2.9176
85064,956.65,34,22,27.332857,1.5455
35651,953.76,59,30,15.896000,1.9667
84913A,952.83,125,11,7.622640,11.3636
84843,952.13,49,37,19.042600,1.3243
47593B,951.11,246,69,3.835121,3.5652
22262,949.61,138,63,6.504178,2.1905
21198,948.71,72,48,12.820405,1.5000
21683,948.70,59,40,16.079661,1.4750
22599,947.36,124,59,7.578880,2.1017
21717,946.93,43,35,22.021628,1.2286
22994,945.60,219,90,4.165639,2.4333
15044B,943.88,62,38,15.223871,1.6316
70007,943.16,108,47,8.346549,2.2979
22246,939.37,91,32,10.322747,2.8438
22242,938.28,38,24,23.457000,1.5833
35646,937.25,94,33,9.763021,2.8485
23183,937.17,85,46,10.649659,1.8478
84819,934.79,63,57,14.606094,1.1053
22231,934.71,145,94,5.915886,1.5426
20686,932.42,78,52,11.802785,1.5000
20752,930.95,151,93,6.045130,1.6237
23540,930.50,14,10,66.464286,1.4000
23179,930.48,53,37,17.556226,1.4324
23178,929.47,69,51,12.732466,1.3529
22132,928.83,155,61,5.992452,2.5410
22313,927.33,66,42,13.637206,1.5714
22924,924.50,89,64,9.630208,1.3906
85185B,923.99,76,52,10.870471,1.4615
22307,923.74,75,54,11.546750,1.3889
22893,922.20,144,46,6.189262,3.1304
18098C,921.87,65,25,13.759254,2.6000
17091J,920.67,95,67,9.299697,1.4179
22270,920.06,54,36,15.594237,1.5000
21802,919.98,181,46,4.999891,3.9348
85034A,919.27,80,59,10.101868,1.3559
21682,916.11,58,43,15.795000,1.3488
21462,915.90,73,58,12.546575,1.2586
22046,914.72,76,62,11.879481,1.2258
46776F,912.03,90,7,10.133667,12.8571
21786,909.01,229,57,3.835485,4.0175
21894,908.33,131,58,6.728370,2.2586
22519,906.75,91,54,9.964286,1.6852
84519A,905.55,88,46,10.290341,1.9130
23338,902.92,110,63,8.208364,1.7460
72799E,902.24,77,45,11.420759,1.7111
22770,899.10,63,45,13.622727,1.4000
23532,898.38,31,24,28.980000,1.2917
21465,897.80,79,56,11.364557,1.4107
22277,897.74,100,55,8.977400,1.8182
23502,896.41,94,81,9.435895,1.1605
22814,893.51,235,76,3.786059,3.0921
84823,890.40,27,26,32.977778,1.0385
85131A,890.21,120,22,7.296803,5.4545
21189,888.67,72,28,12.173562,2.5714
22719,884.55,116,26,7.371250,4.4615
37501,884.05,52,29,17.000962,1.7931
22524,883.20,87,56,10.036364,1.5536
22682,883.00,120,53,7.237705,2.2642
22317,882.62,89,36,9.806889,2.4722
22321,880.48,133,46,6.570746,2.8913
22701,879.89,116,40,7.271818,2.9000
85176,879.62,173,51,5.084509,3.3922
22281,878.32,63,36,13.723750,1.7500
21209,877.91,90,50,9.339468,1.8000
22308,877.38,105,28,8.356000,3.7500
22118,877.06,89,68,9.638022,1.3088
21695,875.38,41,36,20.842381,1.1389
22565,873.52,148,86,5.823467,1.7209
85036C,872.61,87,67,8.995979,1.2985
84536B,872.03,180,75,4.791374,2.4000
22251,871.99,138,68,6.097832,2.0294
23002,871.53,193,86,4.251366,2.2442
85049H,870.35,184,59,4.629521,3.1186
21204,868.44,85,45,10.216941,1.8889
21199,868.17,79,46,10.852125,1.7174
23413,868.11,59,35,14.231311,1.6857
23479,865.32,44,36,19.229333,1.2222
21743,864.05,51,30,16.302830,1.7000
21708,863.11,65,29,13.077424,2.2414
23220,860.02,104,56,8.113396,1.8571
22343,858.60,95,49,8.943750,1.9388
23423,858.15,67,48,12.436957,1.3958
22683,856.49,128,55,6.588385,2.3273
23099,855.65,59,47,13.581746,1.2553
21823,854.74,100,62,7.914259,1.6129
21880,850.98,241,85,3.516446,2.8353
85183A,849.54,87,62,9.439333,1.4032
84006,848.70,106,47,7.931776,2.2553
85135C,848.43,70,42,11.949718,1.6667
22862,843.95,67,43,12.056429,1.5581
84509B,843.34,83,38,10.039762,2.1842
22068,841.93,144,58,5.650537,2.4828
23564,841.31,76,40,11.069868,1.9000
23551,841.01,136,89,5.964610,1.5281
20839,840.44,106,45,7.928679,2.3556
22802,840.36,49,31,16.807200,1.5806
21694,840.33,24,19,35.013750,1.2632
22706,837.44,72,65,11.631111,1.1077
22254,836.80,61,34,13.718033,1.7941
21631,833.59,27,16,30.873704,1.6875
20986,833.49,113,41,7.063475,2.7561
22587,833.07,162,104,5.018494,1.5577
37327,832.77,87,37,9.253000,2.3514
21125,832.23,104,61,7.635138,1.7049
21399,831.00,73,51,10.792208,1.4314
21804,830.03,70,38,11.690563,1.8421
23004,829.66,222,74,3.591602,3.0000
84660c,828.24,63,21,13.146667,3.0000
22341,827.63,78,38,10.610641,2.0526
21294,825.49,74,47,10.861711,1.5745
84509C,824.91,78,21,10.441899,3.7143
22537,824.68,172,116,4.712457,1.4828
21905,823.71,160,85,5.116211,1.8824
22249,823.06,146,74,5.242420,1.9730
84849D,821.82,117,67,6.906050,1.7463
22276,821.01,87,54,9.329659,1.6111
21291,819.64,52,33,15.762308,1.5758
23186,810.22,71,57,11.098904,1.2456
22093,809.08,161,116,4.815952,1.3879
22162,808.79,95,22,8.252959,4.3182
84660A,808.75,48,31,16.505102,1.5484
22454,804.22,43,32,17.871556,1.3438
22546,799.98,87,51,9.090682,1.7059
85194L,799.94,74,53,10.388831,1.3962
22503,799.20,35,16,21.600000,2.1875
85169A,798.02,89,45,8.866889,1.9778
72818,796.06,81,52,9.591084,1.5577
22268,795.78,161,74,4.736786,2.1757
22566,794.88,150,95,5.095385,1.5789
21162,794.15,162,99,4.813030,1.6364
22099,793.40,154,97,4.808485,1.5876
23521,793.37,44,22,18.031136,2.0000
23519,792.31,24,19,33.012917,1.2632
22705,790.86,78,62,10.010886,1.2581
21789,789.20,93,56,8.053061,1.6607
85170D,788.99,101,31,7.735196,3.2581
21504,788.97,116,75,6.743333,1.5467
84535B,788.45,157,81,4.958805,1.9383
85035A,786.49,85,61,8.456882,1.3934
21680,786.31,103,44,7.634078,2.3409
23568,786.27,49,25,16.046327,1.9600
79160,785.33,50,31,13.540172,1.6129
21642,784.48,103,82,7.067387,1.2561
22518,783.54,84,45,9.218118,1.8667
21633,782.60,43,14,18.200000,3.0714
22217,782.51,84,64,9.206000,1.3125
85173,782.27,87,42,8.889432,2.0714
21272,781.32,107,50,6.853684,2.1400
23106,780.91,54,50,14.461296,1.0800
23444,779.22,81,64,9.620000,1.2656
22451,779.15,57,36,13.433621,1.5833
23115,778.77,46,39,16.224375,1.1795
85032A,777.14,135,83,5.714265,1.6265
22228,776.93,148,82,5.214295,1.8049
22422,776.75,205,54,3.716507,3.7963
23409,775.43,44,40,17.231778,1.1000
22340,774.88,129,54,5.915115,2.3889
85036A,774.68,63,49,10.612055,1.2857
84519B,774.55,126,64,6.051172,1.9688
21158,774.46,171,104,4.302556,1.6442
85231B,773.15,155,75,4.893354,2.0667
21618,770.87,93,49,7.708700,1.8980
22133,770.73,133,42,5.794962,3.1667
21983,770.71,156,100,4.940449,1.5600
85125,769.21,35,15,21.366944,2.3333
21084,768.58,182,91,4.154486,2.0000
22685,768.30,105,50,7.317143,2.1000
23335,767.90,97,63,7.679000,1.5397
22522,764.09,131,101,5.659926,1.2970
21707,763.66,74,45,10.319730,1.6444
23550,763.10,64,61,11.923438,1.0492
22252,762.82,68,48,10.594722,1.4167
85212,761.40,79,61,9.285366,1.2951
22025,761.05,132,74,5.679478,1.7838
85130B,760.43,62,45,12.265000,1.3778
17084R,760.32,27,16,28.160000,1.6875
21287,760.15,55,48,13.820909,1.1458
10002,759.89,73,41,10.409452,1.7805
84279B,759.70,72,49,9.866234,1.4694
22833,759.24,7,5,108.462857,1.4000
22753,758.98,217,99,3.449909,2.1919
23282,757.86,135,68,5.531825,1.9853
22480,757.21,74,58,10.096133,1.2759
23123,755.42,96,65,7.708367,1.4769
21822,754.75,98,47,6.988426,2.0851
21383,754.53,168,76,4.287102,2.2105
84913B,754.07,86,20,8.768256,4.3000
23124,751.38,43,24,17.473953,1.7917
21126,750.20,126,58,5.860938,2.1724
84660B,749.94,42,21,17.440465,2.0000
23324,748.53,45,39,16.272391,1.1538
84763,748.34,59,40,12.683729,1.4750
23025,748.32,55,41,13.605818,1.3415
22481,748.08,129,69,5.667273,1.8696
85032B,747.79,133,85,5.580522,1.5647
23022,745.76,23,20,28.683077,1.1500
23454,745.65,53,42,12.427500,1.2619
21215,745.45,124,52,5.823828,2.3846
22316,742.37,56,29,13.024035,1.9310
20733,742.06,206,31,3.550526,6.6452
23223,741.89,89,52,8.064022,1.7115
22106,741.63,48,10,15.135306,4.8000
22523,741.46,138,99,5.334245,1.3939
22336,739.46,82,49,8.598372,1.6735
22264,738.68,96,39,7.386800,2.4615
22322,737.61,140,31,5.268643,4.5161
22097,735.67,146,104,4.431747,1.4038
22258,735.14,78,36,9.305570,2.1667
23435,734.79,99,41,7.347900,2.4146
22495,734.07,99,61,7.340700,1.6230
22586,733.75,163,101,4.446970,1.6139
84609,732.97,22,17,33.316818,1.2941
23006,732.51,174,89,4.092235,1.9551
22393,731.78,72,45,9.888919,1.6000
15034,731.73,139,71,5.153028,1.9577
22400,731.43,151,113,4.571438,1.3363
23562,730.37,43,38,16.230444,1.1316
21398,729.60,64,44,11.400000,1.4545
90200D,729.57,78,22,9.235063,3.5455
22250,729.25,148,58,4.861667,2.5517
21643,728.31,62,28,11.746935,2.2143
21677,727.64,120,63,6.063667,1.9048
20996,727.46,225,125,3.176681,1.8000
23522,727.44,32,21,22.732500,1.5238
22103,726.38,27,14,23.431613,1.9286
23071,725.49,21,17,25.016897,1.2353
79030G,725.43,69,45,10.363286,1.5333
85131D,725.26,206,6,3.520680,34.3333
21883,725.23,134,83,5.412164,1.6145
22821,722.67,140,53,5.125319,2.6415
72803A,722.47,44,31,15.705870,1.4194
21927,722.40,101,43,6.627523,2.3488
21530,721.38,105,66,6.383894,1.5909
79067,719.69,40,17,17.992250,2.3529
23114,719.10,47,41,14.981250,1.1463
22718,717.23,169,71,4.169942,2.3803
84581,717.21,92,61,7.711935,1.5082
23140,716.30,53,30,13.515094,1.7667
22287,715.48,81,52,8.620241,1.5577
21775,713.11,140,35,5.093643,4.0000
22684,712.32,104,42,6.475636,2.4762
22026,712.08,161,72,4.395556,2.2361
85032C,712.04,141,73,4.944722,1.9315
23325,711.24,36,28,18.716842,1.2857
21636,709.66,74,61,8.761235,1.2131
23070,709.54,44,30,16.125909,1.4667
21739,708.98,111,39,6.274159,2.8462
22201,708.30,89,30,7.870000,2.9667
23055,708.24,40,34,15.068936,1.1765
79066K,706.91,157,71,4.445975,2.2113
22514,706.55,104,62,6.729048,1.6774
21143,705.28,40,28,16.029091,1.4286
21356,704.55,151,38,4.604902,3.9737
16235,702.75,169,69,4.133824,2.4493
21106,702.51,53,31,13.009444,1.7097
85049D,702.41,114,86,5.952627,1.3256
85159A,700.95,48,39,13.225472,1.2308
22786,700.49,47,32,14.904043,1.4688
23072,699.54,32,22,21.198182,1.4545
23222,698.61,76,50,8.843165,1.5200
22936,697.97,51,31,13.169245,1.6452
22981,696.88,106,59,6.278198,1.7966
85078,696.80,125,47,5.574400,2.6596
79164,695.01,25,13,25.741111,1.9231
16225,691.85,102,58,6.652404,1.7586
35923,690.13,64,31,10.617385,2.0645
22324,688.30,74,21,9.177333,3.5238
21650,688.29,133,49,4.916357,2.7143
23487,684.43,45,42,13.688600,1.0714
